,ï»¿ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating_range,Customer_loyalty,Discount_%_range
1605,1606,B,Ship,5,2,140,4,high,M,58,1175,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1606,1607,C,Ship,4,4,209,3,medium,M,37,3026,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1607,1608,F,Ship,3,3,233,3,medium,M,35,2204,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1608,1609,D,Ship,3,1,227,3,medium,M,52,3336,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1609,1610,F,Ship,5,1,258,2,medium,F,22,3713,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1610,1611,A,Ship,5,4,259,3,low,F,38,3720,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1611,1612,B,Ship,3,5,153,2,low,F,44,1585,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1612,1613,C,Ship,3,5,181,3,medium,M,22,3575,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1613,1614,F,Ship,4,4,143,8,medium,F,39,1345,1,Rating 4 - 5,Loyal,(21% - 40%)
1614,1615,D,Ship,5,2,111,5,medium,M,3,1711,1,Rating 1 - 3,Loyal,(0% - 20%)
1615,1616,F,Ship,4,5,198,2,medium,M,51,2820,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1616,1617,A,Ship,3,4,121,3,low,F,63,1611,1,Rating 4 - 5,Not Loyal,(61% - 80%)
1617,1618,B,Road,3,2,204,3,medium,M,48,2792,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1618,1619,C,Road,4,4,203,5,low,M,36,3912,1,Rating 4 - 5,Loyal,(21% - 40%)
1619,1620,F,Road,4,1,167,3,low,F,10,1616,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1620,1621,D,Road,4,1,270,3,medium,F,64,2406,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1621,1622,F,Road,5,2,260,2,high,M,58,2018,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1622,1623,A,Road,3,1,180,3,high,F,21,1047,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1623,1624,B,Road,3,4,157,2,medium,M,12,1694,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1624,1625,C,Road,3,3,156,6,low,M,45,1602,1,Rating 1 - 3,Loyal,(41% - 60%)
1625,1626,F,Road,4,4,236,7,medium,M,62,2280,1,Rating 4 - 5,Loyal,(61% - 80%)
1626,1627,D,Road,5,2,240,7,medium,F,57,2708,1,Rating 1 - 3,Loyal,(41% - 60%)
1627,1628,F,Road,4,2,104,7,medium,F,46,1438,1,Rating 1 - 3,Loyal,(41% - 60%)
1628,1629,A,Road,4,2,140,3,medium,F,49,1820,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1629,1630,B,Road,3,2,150,3,medium,M,29,1354,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1630,1631,C,Road,6,2,286,7,medium,F,65,3362,1,Rating 1 - 3,Loyal,(61% - 80%)
1631,1632,F,Road,5,5,224,8,low,F,49,3282,1,Rating 4 - 5,Loyal,(41% - 60%)
1632,1633,D,Road,3,4,204,3,low,F,49,3225,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1633,1634,F,Road,5,2,266,7,low,F,12,2056,1,Rating 1 - 3,Loyal,(0% - 20%)
1634,1635,A,Road,6,3,241,6,high,F,8,3878,1,Rating 1 - 3,Loyal,(0% - 20%)
1635,1636,B,Road,4,2,278,6,low,F,36,2330,1,Rating 1 - 3,Loyal,(21% - 40%)
1636,1637,C,Road,2,1,145,2,low,F,49,1177,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1637,1638,F,Road,5,4,140,4,high,F,5,1130,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1638,1639,D,Road,4,4,209,3,medium,F,52,2740,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1639,1640,F,Flight,3,1,233,3,medium,M,1,2744,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1640,1641,A,Flight,3,2,227,3,medium,M,21,2351,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1641,1642,B,Flight,5,4,258,2,medium,F,24,2878,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1642,1643,C,Flight,5,3,259,3,low,F,45,3335,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1643,1644,F,Flight,3,3,153,2,low,F,39,1328,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1644,1645,D,Flight,3,2,181,3,medium,M,45,3786,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1645,1646,F,Flight,4,4,143,8,medium,M,12,1326,1,Rating 4 - 5,Loyal,(0% - 20%)
1646,1647,A,Flight,5,4,111,5,medium,F,42,1587,1,Rating 4 - 5,Loyal,(41% - 60%)
1647,1648,B,Flight,4,4,198,2,medium,M,64,3787,1,Rating 4 - 5,Not Loyal,(61% - 80%)
1648,1649,C,Flight,3,5,121,3,low,F,10,1701,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1649,1650,F,Flight,3,4,204,3,medium,F,27,2772,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1650,1651,D,Flight,4,2,203,5,low,F,20,3098,1,Rating 1 - 3,Loyal,(0% - 20%)
1651,1652,F,Flight,4,1,167,3,low,F,57,1782,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1652,1653,A,Flight,4,5,270,3,medium,M,20,3185,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1653,1654,B,Flight,5,3,260,2,high,F,63,2715,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1654,1655,C,Flight,3,3,180,3,high,F,56,1684,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1655,1656,F,Flight,3,3,157,2,medium,F,62,1366,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1656,1657,D,Flight,3,5,156,6,low,M,65,1308,1,Rating 4 - 5,Loyal,(61% - 80%)
1657,1658,F,Flight,4,5,236,7,medium,F,44,3808,1,Rating 4 - 5,Loyal,(41% - 60%)
1658,1659,A,Flight,5,2,240,7,medium,F,47,2174,1,Rating 1 - 3,Loyal,(41% - 60%)
1659,1660,B,Flight,4,1,104,7,medium,F,52,1083,1,Rating 1 - 3,Loyal,(41% - 60%)
1660,1661,C,Flight,4,4,140,3,medium,F,4,1467,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1661,1662,F,Ship,3,2,150,3,medium,F,4,1910,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1662,1663,D,Ship,6,1,286,7,medium,F,7,2338,1,Rating 1 - 3,Loyal,(0% - 20%)
1663,1664,F,Ship,5,5,224,8,low,F,48,2627,1,Rating 4 - 5,Loyal,(41% - 60%)
1664,1665,A,Ship,3,5,204,3,low,F,45,2513,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1665,1666,B,Ship,5,2,266,7,low,M,40,2304,1,Rating 1 - 3,Loyal,(21% - 40%)
1666,1667,C,Ship,4,5,268,3,low,F,59,2083,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1667,1668,F,Ship,4,5,267,4,low,M,20,3132,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1668,1669,D,Ship,3,5,223,4,low,F,46,3938,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1669,1670,F,Ship,5,5,164,5,low,M,52,1644,1,Rating 4 - 5,Loyal,(41% - 60%)
1670,1671,A,Ship,4,2,209,4,low,F,10,3370,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1671,1672,B,Ship,3,2,192,3,low,F,19,3183,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1672,1673,C,Ship,3,2,260,3,medium,M,52,2874,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1673,1674,F,Ship,2,1,137,5,medium,F,3,1037,1,Rating 1 - 3,Loyal,(0% - 20%)
1674,1675,D,Ship,3,3,267,2,low,M,18,2435,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1675,1676,F,Ship,3,3,111,3,medium,M,54,1712,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1676,1677,A,Ship,3,4,240,2,medium,F,2,3729,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1677,1678,B,Ship,5,1,234,3,medium,M,40,3340,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1678,1679,C,Ship,4,2,190,2,medium,M,37,2563,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1679,1680,F,Ship,5,2,265,2,high,M,24,2415,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1680,1681,D,Ship,3,4,189,3,medium,F,37,3492,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1681,1682,F,Ship,2,1,121,3,medium,M,25,1124,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1682,1683,A,Ship,4,3,101,6,low,M,37,1344,1,Rating 1 - 3,Loyal,(21% - 40%)
1683,1684,B,Ship,3,3,250,3,medium,M,9,2752,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1684,1685,C,Ship,4,2,247,3,medium,F,64,2198,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1685,1686,F,Ship,4,4,162,3,medium,M,41,1104,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1686,1687,D,Ship,2,2,219,3,low,F,56,3608,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1687,1688,F,Ship,5,1,258,2,medium,F,48,3717,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1688,1689,A,Ship,5,4,221,2,low,F,59,3444,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1689,1690,B,Ship,2,4,137,3,high,F,41,1176,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1690,1691,C,Ship,3,4,174,2,medium,M,51,1430,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1691,1692,F,Ship,4,2,189,3,medium,M,6,3671,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1692,1693,D,Ship,4,4,212,4,medium,F,2,3830,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1693,1694,F,Ship,6,1,183,2,low,M,57,3966,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1694,1695,A,Ship,3,1,180,2,low,M,26,1715,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1695,1696,B,Ship,5,5,150,5,medium,F,61,1091,1,Rating 4 - 5,Loyal,(61% - 80%)
1696,1697,C,Ship,4,3,246,3,medium,F,52,2440,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1697,1698,F,Ship,3,2,263,3,high,F,44,3802,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1698,1699,D,Ship,4,4,204,2,low,M,29,2941,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1699,1700,F,Ship,3,2,223,4,low,F,20,3955,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1700,1701,A,Ship,3,3,193,2,low,F,60,2581,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1701,1702,B,Ship,3,1,138,3,low,F,41,1914,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1702,1703,C,Ship,5,2,188,3,medium,F,50,3992,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1703,1704,F,Ship,4,3,201,3,low,F,46,3641,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1704,1705,D,Ship,3,3,245,2,medium,F,16,2577,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1705,1706,F,Ship,3,2,262,3,low,M,54,3150,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1706,1707,A,Ship,4,4,147,5,medium,F,33,1886,1,Rating 4 - 5,Loyal,(21% - 40%)
1707,1708,B,Ship,3,1,254,3,medium,F,35,2965,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1708,1709,C,Ship,4,2,213,4,low,F,37,2184,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1709,1710,F,Ship,3,3,152,2,low,M,32,1665,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1710,1711,D,Ship,4,1,227,3,low,M,54,3972,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1711,1712,F,Ship,2,5,206,3,low,F,46,2944,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1712,1713,A,Ship,3,4,242,5,low,M,5,2307,1,Rating 4 - 5,Loyal,(0% - 20%)
1713,1714,B,Ship,4,2,200,3,medium,M,45,2486,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1714,1715,C,Ship,4,1,142,2,low,M,26,1683,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1715,1716,F,Ship,3,3,275,3,low,F,61,2123,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1716,1717,D,Ship,6,1,222,5,medium,M,26,3137,1,Rating 1 - 3,Loyal,(21% - 40%)
1717,1718,F,Ship,3,1,101,2,medium,F,56,1184,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1718,1719,A,Ship,4,5,178,3,high,M,22,1907,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1719,1720,B,Ship,3,2,243,3,medium,M,31,3943,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1720,1721,C,Ship,2,1,177,4,low,M,63,1058,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1721,1722,F,Ship,3,2,270,3,medium,M,31,2377,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1722,1723,D,Ship,5,3,186,4,medium,F,11,3676,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1723,1724,F,Ship,5,3,133,4,medium,F,29,1094,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1724,1725,A,Ship,3,2,263,4,medium,M,8,2599,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1725,1726,B,Ship,5,3,248,3,medium,M,4,2207,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1726,1727,C,Ship,5,2,150,3,medium,M,63,1807,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1727,1728,F,Ship,3,4,203,4,medium,M,46,3640,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1728,1729,D,Ship,2,3,249,2,low,M,1,2905,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1729,1730,F,Ship,3,3,238,3,medium,M,54,2860,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1730,1731,A,Ship,5,3,181,4,medium,F,32,3893,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1731,1732,B,Ship,3,3,138,4,low,M,56,1440,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1732,1733,C,Ship,4,3,139,3,medium,F,47,1323,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1733,1734,F,Ship,2,3,192,2,low,F,31,2621,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1734,1735,D,Ship,5,4,241,3,medium,M,40,3484,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1735,1736,F,Ship,3,2,188,3,low,F,33,3335,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1736,1737,A,Ship,6,1,278,2,medium,F,12,2112,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1737,1738,B,Ship,4,1,144,2,high,M,35,1072,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1738,1739,C,Ship,4,5,208,2,medium,M,33,2170,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1739,1740,F,Ship,3,2,208,2,low,M,41,2036,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1740,1741,D,Ship,4,3,210,3,medium,M,11,2655,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1741,1742,F,Ship,3,3,237,3,medium,M,47,3625,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1742,1743,A,Ship,4,4,192,3,low,F,25,2443,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1743,1744,B,Ship,6,2,143,5,low,M,17,1955,1,Rating 1 - 3,Loyal,(0% - 20%)
1744,1745,C,Ship,3,1,234,3,high,F,60,2596,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1745,1746,F,Ship,4,5,147,2,low,M,17,1057,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1746,1747,D,Ship,5,1,226,2,low,M,18,2582,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1747,1748,F,Ship,4,5,263,2,low,M,62,2267,1,Rating 4 - 5,Not Loyal,(61% - 80%)
1748,1749,A,Ship,4,1,147,3,low,M,11,1434,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1749,1750,B,Ship,3,1,174,4,low,M,18,1072,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1750,1751,C,Ship,3,1,142,4,low,M,4,1583,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1751,1752,F,Ship,4,4,136,3,low,M,6,1900,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1752,1753,D,Ship,3,1,192,3,medium,M,35,2258,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1753,1754,F,Ship,3,2,184,5,high,F,26,3336,1,Rating 1 - 3,Loyal,(21% - 40%)
1754,1755,A,Road,6,5,260,4,high,M,10,2756,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1755,1756,B,Road,5,3,160,3,high,M,25,1977,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1756,1757,C,Road,3,1,262,2,low,F,28,2940,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1757,1758,F,Road,4,3,217,3,low,M,51,3144,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1758,1759,D,Road,3,2,267,5,low,F,48,2622,1,Rating 1 - 3,Loyal,(41% - 60%)
1759,1760,F,Road,5,4,195,2,low,M,4,3108,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1760,1761,A,Road,4,3,152,2,medium,M,18,1537,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1761,1762,B,Road,4,5,178,3,low,F,23,1695,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1762,1763,C,Road,4,2,190,4,medium,M,61,2077,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1763,1764,F,Road,3,5,286,3,medium,F,12,3817,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1764,1765,D,Road,2,1,167,2,low,M,46,1023,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1765,1766,F,Road,2,2,148,6,medium,F,63,1279,1,Rating 1 - 3,Loyal,(61% - 80%)
1766,1767,A,Road,4,3,218,4,low,F,50,3990,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1767,1768,B,Road,5,2,272,2,medium,F,37,2226,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1768,1769,C,Road,4,3,147,2,high,F,52,1570,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1769,1770,F,Road,4,5,263,3,medium,F,32,3723,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1770,1771,D,Road,5,5,189,4,high,F,16,3564,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1771,1772,F,Road,3,3,242,3,low,F,7,3127,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1772,1773,A,Road,5,3,204,2,low,M,40,2181,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1773,1774,B,Road,3,1,229,3,medium,M,2,3963,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1774,1775,C,Road,3,5,180,2,low,M,33,1444,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1775,1776,F,Road,5,5,190,4,medium,M,12,2947,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1776,1777,D,Flight,6,1,154,5,medium,M,19,1842,1,Rating 1 - 3,Loyal,(0% - 20%)
1777,1778,F,Flight,4,3,134,3,low,F,21,1955,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1778,1779,A,Flight,3,3,206,2,medium,M,62,3558,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1779,1780,B,Flight,3,2,169,2,medium,M,61,1511,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1780,1781,C,Flight,4,2,237,2,medium,F,6,2965,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1781,1782,F,Flight,4,4,146,2,low,M,52,1459,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1782,1783,D,Flight,5,2,187,3,medium,M,11,2936,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1783,1784,F,Flight,5,4,206,3,low,M,53,2182,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1784,1785,A,Flight,5,3,208,4,medium,M,10,2419,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1785,1786,B,Flight,4,2,149,4,low,M,40,1102,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1786,1787,C,Flight,6,2,148,4,low,M,56,1511,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1787,1788,F,Flight,4,2,135,2,low,M,54,1011,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1788,1789,D,Flight,4,1,242,3,medium,F,35,3556,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1789,1790,F,Flight,5,2,231,4,medium,M,41,2992,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1790,1791,A,Flight,6,2,205,5,medium,F,61,2018,1,Rating 1 - 3,Loyal,(61% - 80%)
1791,1792,B,Flight,4,4,137,2,medium,M,37,1447,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1792,1793,C,Flight,3,4,202,4,high,M,20,3655,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1793,1794,F,Flight,3,1,163,3,medium,M,59,1005,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1794,1795,D,Flight,2,2,128,2,low,M,17,1824,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1795,1796,F,Flight,3,3,165,3,high,M,35,1459,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1796,1797,A,Flight,4,1,242,2,low,M,34,3966,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1797,1798,B,Flight,5,4,229,2,medium,M,9,3667,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1798,1799,C,Ship,5,1,191,3,low,M,56,3538,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1799,1800,F,Ship,3,5,231,2,medium,M,49,2341,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1800,1801,D,Ship,3,1,183,3,medium,F,51,3863,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1801,1802,F,Ship,3,1,195,3,high,M,5,3251,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1802,1803,A,Ship,3,5,249,2,low,F,26,2029,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1803,1804,B,Ship,3,4,151,3,low,M,16,1020,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1804,1805,C,Ship,4,1,140,2,low,M,60,1950,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1805,1806,F,Ship,4,1,151,2,medium,M,6,1114,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1806,1807,D,Ship,2,5,109,3,medium,M,12,1715,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1807,1808,F,Ship,5,1,180,2,low,M,35,1204,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1808,1809,A,Ship,4,1,151,5,high,M,28,1148,1,Rating 1 - 3,Loyal,(21% - 40%)
1809,1810,B,Ship,2,1,188,3,low,M,62,2106,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1810,1811,C,Ship,4,2,274,2,low,M,11,3013,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1811,1812,F,Ship,3,5,187,2,medium,F,50,2598,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1812,1813,D,Ship,4,2,185,2,medium,M,4,2212,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1813,1814,F,Ship,3,4,187,2,medium,M,54,3290,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1814,1815,A,Ship,5,4,260,3,low,M,43,2143,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1815,1816,B,Ship,3,3,191,3,low,M,5,2007,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1816,1817,C,Ship,3,4,203,2,low,F,15,2281,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1817,1818,F,Ship,4,1,144,4,low,F,63,1881,1,Rating 1 - 3,Not Loyal,(61% - 80%)
1818,1819,D,Ship,5,2,281,4,high,F,5,3357,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1819,1820,F,Ship,2,3,169,3,medium,M,48,1279,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1820,1821,A,Ship,4,3,201,2,medium,F,18,3461,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1821,1822,B,Ship,4,4,226,5,medium,F,12,2708,1,Rating 4 - 5,Loyal,(0% - 20%)
1822,1823,C,Ship,6,3,176,5,low,F,7,1767,1,Rating 1 - 3,Loyal,(0% - 20%)
1823,1824,F,Ship,3,5,228,4,medium,M,57,2243,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1824,1825,D,Ship,4,5,260,3,low,F,14,2071,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1825,1826,F,Ship,4,5,268,3,low,M,17,3085,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1826,1827,A,Ship,4,5,188,3,low,F,6,3361,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1827,1828,B,Ship,4,4,213,3,medium,M,11,2037,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1828,1829,C,Ship,4,4,259,2,medium,M,44,2132,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1829,1830,F,Ship,3,2,257,2,high,F,46,2848,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1830,1831,D,Ship,4,5,163,3,low,M,38,1146,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1831,1832,F,Ship,2,3,211,3,medium,F,12,3296,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1832,1833,A,Ship,3,4,166,2,medium,F,58,1319,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1833,1834,B,Ship,3,5,245,4,high,F,26,2072,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1834,1835,C,Ship,5,5,234,2,medium,M,44,2548,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1835,1836,F,Ship,4,2,234,2,high,M,27,3393,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1836,1837,D,Ship,3,1,180,3,low,M,52,1838,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1837,1838,F,Ship,4,5,217,4,medium,M,37,2128,1,Rating 4 - 5,Not Loyal,(21% - 40%)
1838,1839,A,Ship,4,1,253,3,low,M,31,3632,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1839,1840,B,Ship,3,2,188,3,medium,M,3,3837,1,Rating 1 - 3,Not Loyal,(0% - 20%)
1840,1841,C,Ship,2,3,274,3,high,F,24,3829,1,Rating 1 - 3,Not Loyal,(21% - 40%)
1841,1842,F,Ship,3,4,136,2,medium,F,54,1056,1,Rating 4 - 5,Not Loyal,(41% - 60%)
1842,1843,D,Ship,3,5,143,2,low,M,17,1422,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1843,1844,F,Ship,3,1,267,3,low,F,57,3257,1,Rating 1 - 3,Not Loyal,(41% - 60%)
1844,1845,A,Ship,3,4,198,2,medium,F,20,2266,1,Rating 4 - 5,Not Loyal,(0% - 20%)
1845,1846,B,Ship,4,4,201,10,medium,M,17,2059,1,Rating 4 - 5,Loyal,(0% - 20%)
1846,1847,C,Ship,3,5,241,10,medium,F,31,2724,1,Rating 4 - 5,Loyal,(21% - 40%)
1847,1848,F,Ship,5,1,269,3,medium,F,2,2136,1,Rating 1 - 3,Not Loyal,(0% - 20%)
